delivery_id,date,zone,distance_km,delivery_time_min,package_weight_kg,shipment_volume,transport_cost,first_attempt_success
D01466,2026-06-17,East Zone 1,7.67,30.6,2.54,6,77.39,True
D01467,2026-07-12,West Zone 1,16.09,58.4,3.47,3,104.75,True
D01468,2026-07-06,South Zone 1,5.53,4.0,3.37,7,59.27,True
D01469,2026-07-08,West Zone 1,13.63,65.7,6.61,13,96.2,True
D01470,2026-07-03,South Zone 2,10.67,28.1,4.37,5,88.11,True
D01471,2026-05-19,North Zone 1,7.15,15.9,5.18,11,74.79,True
D01472,2026-06-06,South Zone 1,9.46,15.9,3.76,8,94.0,True
D01473,2026-05-26,South Zone 1,5.98,10.1,0.55,7,59.56,True
D01474,2026-06-29,West Zone 1,11.65,47.5,6.47,13,96.1,True
D01475,2026-05-31,South Zone 2,10.12,35.4,2.69,5,80.73,False
D01476,2026-07-12,South Zone 2,10.27,29.9,3.2,5,81.51,True
D01477,2026-07-12,South Zone 2,9.16,27.3,6.72,8,99.47,True
D01478,2026-05-29,North Zone 2,13.55,34.4,8.19,8,100.34,True
D01479,2026-06-20,North Zone 2,9.71,29.0,4.86,7,78.8,True
D01480,2026-05-08,South Zone 2,14.76,47.0,9.56,4,107.19,True
D01481,2026-05-27,South Zone 2,10.12,34.4,9.38,9,92.52,True
D01482,2026-06-06,West Zone 1,11.02,30.3,5.03,6,81.61,True
D01483,2026-05-05,South Zone 1,4.75,9.0,9.24,5,79.74,False
D01484,2026-06-23,East Zone 1,3.31,10.5,2.9,5,60.47,True
D01485,2026-05-30,South Zone 2,12.17,34.4,1.52,9,101.76,True
D01486,2026-05-22,West Zone 1,17.41,67.8,0.89,6,93.67,True
D01487,2026-07-09,East Zone 1,5.43,14.3,4.28,7,80.84,True
D01488,2026-06-15,North Zone 1,4.03,10.3,2.53,8,64.73,True
D01489,2026-06-25,North Zone 1,1.49,4.0,8.31,5,64.24,True
D01490,2026-06-29,North Zone 1,0.5,4.0,5.56,9,61.23,True
D01491,2026-06-25,West Zone 1,17.24,69.0,1.36,9,108.75,True
D01492,2026-06-01,North Zone 1,6.76,6.2,1.38,5,69.06,True
D01493,2026-06-03,East Zone 1,7.52,22.0,3.36,7,82.72,True
D01494,2026-06-16,North Zone 2,7.09,15.5,11.65,8,88.01,True
D01495,2026-05-17,West Zone 1,14.34,55.8,0.86,5,91.41,True
D01496,2026-06-01,West Zone 1,13.18,51.0,3.37,11,92.98,True
D01497,2026-07-05,North Zone 2,10.93,27.1,1.84,5,81.7,True
D01498,2026-06-14,East Zone 1,6.72,18.7,0.76,3,66.55,True
D01499,2026-06-06,South Zone 1,3.57,10.5,3.4,5,49.07,True
D01500,2026-06-09,East Zone 1,6.54,21.0,6.87,5,90.95,True
D01501,2026-05-04,North Zone 1,6.44,16.3,5.64,7,76.68,True
D01502,2026-05-10,East Zone 1,7.28,19.8,5.52,7,82.24,True
D01503,2026-06-29,North Zone 2,8.33,26.5,1.33,10,67.87,True
D01504,2026-05-20,North Zone 1,9.27,30.1,0.61,3,75.07,True
D01505,2026-07-08,South Zone 1,5.48,6.2,2.38,4,67.56,True
D01506,2026-06-24,South Zone 1,0.5,4.0,4.11,6,53.69,True
D01507,2026-05-06,East Zone 1,12.13,32.4,7.35,8,89.88,True
D01508,2026-05-30,South Zone 1,6.48,9.0,4.42,8,77.97,True
D01509,2026-05-16,West Zone 1,12.54,43.9,9.87,10,102.32,True
D01510,2026-05-10,South Zone 1,3.55,5.0,1.54,7,57.98,True
D01511,2026-07-04,South Zone 1,1.04,4.0,5.31,6,59.55,True
D01512,2026-07-10,South Zone 2,8.0,21.0,5.7,9,70.36,True
D01513,2026-07-09,North Zone 2,10.36,33.7,4.25,8,90.1,True
D01514,2026-07-04,North Zone 1,5.88,10.4,1.7,10,57.55,True
D01515,2026-06-14,East Zone 1,10.37,26.6,5.1,5,91.29,True
D01516,2026-06-17,North Zone 2,8.73,23.6,0.2,10,81.01,True
D01517,2026-06-23,West Zone 1,19.09,87.7,4.8,8,117.82,True
D01518,2026-05-17,South Zone 2,14.78,46.3,3.33,5,95.98,True
D01519,2026-07-10,East Zone 1,7.41,11.9,5.1,13,87.64,True
D01520,2026-06-29,North Zone 2,5.26,18.9,0.76,6,63.3,True
D01521,2026-05-06,North Zone 1,5.81,12.7,2.55,7,81.47,True
D01522,2026-07-08,West Zone 1,17.85,80.5,5.82,4,108.39,True
D01523,2026-05-17,North Zone 1,7.24,4.8,0.92,8,73.32,True
D01524,2026-05-22,South Zone 2,12.1,33.9,3.48,8,98.22,True
D01525,2026-05-27,West Zone 1,16.91,79.0,2.75,10,104.61,True
D01526,2026-06-12,South Zone 2,13.2,40.9,4.45,15,96.88,True
D01527,2026-05-27,North Zone 2,8.96,33.8,2.34,3,71.54,False
D01528,2026-07-09,North Zone 1,7.77,15.6,4.7,6,78.27,True
D01529,2026-06-16,West Zone 1,16.92,79.6,10.0,12,123.64,True
D01530,2026-06-16,South Zone 1,2.96,11.9,8.15,7,72.82,True
D01531,2026-06-06,South Zone 1,7.21,12.6,2.73,11,77.29,True
D01532,2026-06-10,North Zone 2,6.91,15.5,2.54,6,62.14,True
D01533,2026-06-01,East Zone 1,9.39,19.2,3.79,5,79.69,True
D01534,2026-06-24,West Zone 1,14.35,67.4,2.73,6,84.88,True
D01535,2026-06-28,South Zone 2,18.04,58.0,5.65,8,101.69,True
D01536,2026-05-17,East Zone 1,9.92,26.9,1.48,5,84.75,True
D01537,2026-05-11,East Zone 1,1.13,9.1,4.26,9,49.97,True
D01538,2026-07-03,North Zone 2,4.46,16.7,0.2,7,72.75,True
D01539,2026-07-02,East Zone 1,6.96,14.8,2.45,8,69.61,True
D01540,2026-05-23,East Zone 1,10.22,13.8,2.88,10,93.86,False
D01541,2026-07-09,South Zone 2,10.31,33.3,3.32,10,85.36,True
D01542,2026-07-05,North Zone 2,12.78,36.3,2.93,6,88.1,True
D01543,2026-06-13,West Zone 1,10.77,31.0,2.5,3,90.63,True
D01544,2026-06-03,North Zone 2,9.23,31.1,2.89,12,66.69,True
D01545,2026-05-14,North Zone 1,2.48,8.6,6.84,5,64.08,True
D01546,2026-06-28,North Zone 2,8.68,25.1,4.18,6,73.75,True
D01547,2026-06-01,North Zone 1,5.43,14.9,4.47,6,63.7,True
D01548,2026-06-12,South Zone 2,14.95,51.6,12.04,7,103.19,True
D01549,2026-07-06,West Zone 1,11.44,47.2,4.58,9,92.76,True
D01550,2026-07-01,North Zone 2,8.85,25.2,9.81,10,82.61,True
D01551,2026-06-30,West Zone 1,10.84,43.4,3.9,6,79.94,True
D01552,2026-05-19,North Zone 1,4.99,15.4,1.61,6,51.87,True
D01553,2026-05-05,West Zone 1,14.5,65.9,8.84,4,108.8,True
D01554,2026-05-21,East Zone 1,7.64,15.9,1.68,3,71.69,True
D01555,2026-05-31,South Zone 2,11.41,38.7,8.24,4,93.41,True
D01556,2026-06-10,South Zone 1,5.87,10.3,6.79,8,71.14,True
D01557,2026-06-14,North Zone 1,0.97,4.0,0.27,4,45.5,True
D01558,2026-05-20,South Zone 1,2.69,4.0,4.46,6,60.25,True
D01559,2026-06-06,North Zone 2,10.04,18.4,2.48,3,80.46,True
D01560,2026-05-08,East Zone 1,9.66,17.2,3.85,7,90.32,False
D01561,2026-06-20,North Zone 2,11.69,23.6,1.46,8,93.42,True
D01562,2026-06-05,South Zone 1,4.38,11.1,2.42,8,68.7,True
D01563,2026-06-02,West Zone 1,18.16,89.4,3.73,5,99.87,False
D01564,2026-05-27,South Zone 1,4.98,4.0,2.72,8,68.11,True
D01565,2026-05-24,South Zone 2,12.4,45.8,11.07,6,111.22,True
D01566,2026-06-23,West Zone 1,11.98,52.1,1.45,6,75.32,True
D01567,2026-06-29,North Zone 2,9.55,23.4,9.02,8,87.5,True
D01568,2026-05-15,West Zone 1,16.39,60.3,4.42,6,111.3,True
D01569,2026-07-08,South Zone 2,7.96,34.0,7.96,5,88.47,True
D01570,2026-06-28,West Zone 1,12.99,48.7,2.73,5,86.79,True
D01571,2026-07-04,West Zone 1,16.23,62.0,1.8,7,92.06,True
D01572,2026-05-20,East Zone 1,7.94,15.2,12.13,5,88.16,True
D01573,2026-07-08,North Zone 1,10.16,28.3,2.15,3,74.58,True
D01574,2026-05-13,North Zone 1,5.33,23.0,5.12,5,59.38,True
D01575,2026-06-19,West Zone 1,15.11,50.3,3.74,1,102.3,True
D01576,2026-05-13,North Zone 2,6.96,28.0,2.88,6,69.15,True
D01577,2026-05-20,West Zone 1,10.21,48.6,3.06,8,78.46,True
D01578,2026-05-23,South Zone 1,6.88,13.6,2.59,9,67.57,True
D01579,2026-06-16,North Zone 1,5.12,9.7,1.86,11,66.25,False
D01580,2026-05-11,North Zone 1,5.79,7.0,3.03,8,70.85,True
D01581,2026-05-19,West Zone 1,13.24,66.1,0.9,9,91.03,True
D01582,2026-05-11,North Zone 2,11.15,26.9,10.14,7,95.46,True
D01583,2026-06-28,South Zone 2,10.71,38.6,4.08,11,86.02,False
D01584,2026-06-16,South Zone 1,8.44,6.3,3.3,8,70.27,True
D01585,2026-06-03,East Zone 1,3.87,11.7,1.39,9,60.88,True
D01586,2026-05-25,East Zone 1,8.93,27.1,7.28,8,93.77,True
D01587,2026-05-12,South Zone 1,4.88,6.5,5.34,9,61.02,False
D01588,2026-06-10,South Zone 1,4.77,6.7,6.29,9,77.98,True
D01589,2026-06-19,South Zone 2,12.27,37.7,3.51,11,94.3,True
D01590,2026-06-15,East Zone 1,6.01,12.6,2.61,13,62.86,True
D01591,2026-05-06,North Zone 1,5.73,15.4,1.63,6,57.07,False
D01592,2026-06-06,North Zone 1,5.93,16.3,5.32,7,77.32,True
D01593,2026-05-06,West Zone 1,13.78,63.5,2.51,9,94.32,True
D01594,2026-06-16,East Zone 1,10.2,35.8,4.73,3,87.77,True
D01595,2026-07-12,North Zone 1,6.92,17.8,6.38,5,78.03,True
D01596,2026-06-07,North Zone 2,6.42,9.3,3.8,9,75.49,True
D01597,2026-06-18,North Zone 1,8.17,17.5,2.6,7,72.27,True
D01598,2026-06-21,North Zone 1,5.19,9.4,0.25,7,70.36,True
D01599,2026-06-26,North Zone 2,13.32,33.8,4.39,9,88.05,False
D01600,2026-06-03,North Zone 2,11.87,34.0,1.23,8,79.04,False
D01601,2026-07-03,South Zone 1,5.54,13.3,3.77,7,67.74,True
D01602,2026-05-17,South Zone 2,12.41,37.8,1.82,9,75.64,True
D01603,2026-05-10,North Zone 2,6.55,27.2,4.02,3,82.84,True
D01604,2026-05-04,South Zone 1,5.66,9.2,3.47,7,71.83,True
D01605,2026-05-20,West Zone 1,18.35,81.1,3.55,10,112.92,True
D01606,2026-06-20,North Zone 2,10.08,20.0,3.3,8,68.78,True
D01607,2026-06-29,North Zone 2,9.56,24.6,1.22,6,84.94,True
D01608,2026-06-20,East Zone 1,7.55,25.4,3.74,9,59.83,True
D01609,2026-06-09,East Zone 1,7.71,23.7,2.76,8,75.71,True
D01610,2026-07-11,North Zone 1,9.82,18.5,5.99,7,79.81,True
D01611,2026-06-10,South Zone 2,15.95,58.3,12.21,7,118.07,False
D01612,2026-05-23,South Zone 2,11.09,33.3,4.18,8,79.27,True
D01613,2026-05-29,North Zone 2,8.99,24.2,2.21,11,77.97,False
D01614,2026-06-08,West Zone 1,18.07,75.2,12.5,3,113.08,False
D01615,2026-05-27,West Zone 1,14.6,75.3,3.48,7,104.57,True
D01616,2026-05-19,North Zone 1,5.29,7.0,5.11,11,67.14,True
D01617,2026-05-16,North Zone 2,5.99,17.3,9.97,8,84.65,True
D01618,2026-06-24,West Zone 1,14.22,63.3,4.53,2,100.38,True
D01619,2026-07-04,East Zone 1,6.01,16.3,5.43,9,73.39,True
D01620,2026-07-01,East Zone 1,8.15,18.6,6.52,6,81.52,True
D01621,2026-07-09,North Zone 2,7.25,18.5,5.33,8,69.09,True
D01622,2026-06-09,East Zone 1,9.79,22.8,2.05,7,72.34,True
D01623,2026-06-07,South Zone 1,4.74,14.3,5.48,8,71.58,True
D01624,2026-06-24,North Zone 2,11.38,37.8,2.0,8,89.51,True
D01625,2026-06-10,West Zone 1,17.08,77.8,5.14,6,108.75,False
D01626,2026-05-18,East Zone 1,6.8,19.1,5.12,13,74.14,False
D01627,2026-06-01,South Zone 1,6.56,15.8,1.95,4,66.98,True
D01628,2026-05-12,South Zone 1,6.27,11.7,2.05,2,67.03,True
D01629,2026-06-27,North Zone 2,13.0,32.5,3.53,7,92.53,False
D01630,2026-07-02,East Zone 1,4.72,19.5,3.25,5,57.65,True
D01631,2026-07-07,South Zone 1,6.18,13.7,1.38,6,65.87,True
D01632,2026-06-22,North Zone 2,9.46,18.5,1.85,7,83.07,True
D01633,2026-07-10,South Zone 2,11.65,41.4,1.52,9,84.65,True
D01634,2026-06-26,South Zone 1,0.5,4.0,5.45,8,55.05,False
D01635,2026-06-17,North Zone 2,10.59,37.0,4.9,9,91.97,False
D01636,2026-05-30,West Zone 1,13.19,51.2,3.37,5,95.12,True
D01637,2026-05-24,South Zone 2,10.81,31.5,4.15,5,82.27,False
D01638,2026-05-08,West Zone 1,12.94,41.3,7.31,6,107.53,True
D01639,2026-05-10,East Zone 1,13.32,24.8,1.25,9,93.31,True
D01640,2026-05-13,North Zone 2,9.04,31.5,2.61,6,75.6,True
D01641,2026-07-04,North Zone 1,7.25,19.0,3.86,6,70.39,True
D01642,2026-05-29,North Zone 1,5.54,10.5,10.52,7,79.17,True
D01643,2026-06-16,North Zone 1,8.06,24.2,1.29,7,69.09,True
D01644,2026-05-26,West Zone 1,16.08,69.6,6.28,8,103.87,True
D01645,2026-06-30,West Zone 1,12.76,51.6,2.59,9,88.83,False
D01646,2026-05-20,North Zone 1,6.19,17.2,4.36,6,80.02,True
D01647,2026-07-05,East Zone 1,8.65,22.5,3.99,10,73.56,True
D01648,2026-06-23,West Zone 1,10.72,57.6,10.9,6,97.23,True
D01649,2026-06-04,West Zone 1,12.46,52.2,6.57,9,97.16,True
D01650,2026-05-16,North Zone 2,6.52,17.6,2.65,6,69.91,True
D01651,2026-05-21,North Zone 1,9.49,15.3,9.7,5,98.62,True
D01652,2026-06-08,North Zone 2,10.7,34.0,1.63,7,82.3,False
D01653,2026-06-13,North Zone 1,5.74,11.0,0.9,7,72.48,True
D01654,2026-05-08,North Zone 1,5.72,13.0,7.43,5,70.75,True
D01655,2026-05-20,East Zone 1,5.57,15.7,6.07,6,77.56,True
D01656,2026-06-27,South Zone 1,6.16,14.6,5.24,4,81.55,True
D01657,2026-06-03,South Zone 1,5.66,10.3,0.53,6,57.66,False
D01658,2026-06-20,South Zone 2,8.44,21.8,1.02,3,75.78,True
D01659,2026-06-03,South Zone 2,10.41,40.3,2.87,5,91.51,True
D01660,2026-06-16,North Zone 2,9.91,26.2,2.85,4,80.57,True
D01661,2026-06-24,South Zone 1,1.94,4.5,4.73,4,55.06,True
D01662,2026-06-27,West Zone 1,11.82,43.7,2.84,4,81.06,True
D01663,2026-05-23,East Zone 1,4.38,6.6,3.6,7,68.94,True
D01664,2026-05-26,North Zone 2,5.89,16.1,2.08,11,66.46,True
D01665,2026-07-07,North Zone 1,5.73,19.3,6.46,8,78.0,True
D01666,2026-06-13,West Zone 1,10.08,34.5,5.2,4,79.98,True
D01667,2026-06-20,East Zone 1,9.56,15.8,3.55,10,76.66,False
D01668,2026-05-29,East Zone 1,8.38,13.2,12.71,10,96.4,True
D01669,2026-06-26,North Zone 2,8.8,22.3,4.73,12,87.09,True
D01670,2026-05-13,South Zone 2,13.85,48.6,9.81,4,109.89,True
D01671,2026-05-10,North Zone 1,7.27,14.1,3.28,7,61.89,True
D01672,2026-05-10,South Zone 1,7.26,11.7,3.68,3,69.44,True
D01673,2026-06-14,North Zone 1,2.11,6.3,7.57,5,59.23,True
D01674,2026-06-03,North Zone 2,6.16,21.0,5.77,8,74.5,True
D01675,2026-07-03,South Zone 1,0.83,4.0,3.22,6,51.43,False
D01676,2026-05-09,East Zone 1,11.79,24.9,3.65,9,99.81,True
D01677,2026-05-05,West Zone 1,9.83,45.4,9.19,2,98.66,True
D01678,2026-06-16,South Zone 2,12.72,45.6,5.03,7,93.64,True
D01679,2026-06-22,North Zone 1,3.33,5.8,7.9,8,74.33,False
D01680,2026-06-10,East Zone 1,7.95,22.8,2.59,9,81.82,True
D01681,2026-06-18,North Zone 2,14.76,39.5,3.3,5,102.09,True
D01682,2026-06-26,North Zone 2,10.41,20.9,3.37,5,85.16,True
D01683,2026-05-25,North Zone 1,4.97,12.5,4.7,3,63.17,True
D01684,2026-06-28,North Zone 1,7.84,17.3,2.63,3,82.97,True
D01685,2026-06-06,South Zone 1,5.72,9.5,3.9,7,76.67,True
D01686,2026-06-12,West Zone 1,12.46,43.6,4.05,7,90.17,True
D01687,2026-05-16,East Zone 1,6.03,4.0,2.41,2,70.28,True
D01688,2026-05-30,North Zone 2,11.23,28.0,5.35,6,94.86,False
D01689,2026-05-28,North Zone 2,8.28,28.3,5.37,5,87.03,True
D01690,2026-06-28,East Zone 1,8.13,21.9,0.8,4,69.17,True
D01691,2026-05-22,South Zone 2,13.29,43.4,0.87,6,100.16,False
D01692,2026-05-15,North Zone 1,7.15,21.4,5.33,5,78.14,True
D01693,2026-06-09,East Zone 1,7.57,22.9,3.96,3,63.81,True
D01694,2026-06-03,South Zone 1,4.78,10.8,8.1,9,71.02,True
D01695,2026-06-13,West Zone 1,13.18,46.2,13.15,9,107.43,True
D01696,2026-06-04,West Zone 1,10.03,47.1,6.39,9,83.74,False
D01697,2026-05-17,South Zone 2,8.19,27.4,2.18,12,76.82,True
D01698,2026-05-11,West Zone 1,11.47,46.7,4.77,13,85.11,True
D01699,2026-06-13,North Zone 2,6.23,14.0,3.37,4,85.36,False
D01700,2026-05-12,South Zone 1,5.6,15.4,2.48,7,75.26,True
D01701,2026-06-21,East Zone 1,5.18,8.0,2.97,8,68.7,True
D01702,2026-05-21,East Zone 1,5.02,17.5,1.32,11,74.54,True
D01703,2026-05-25,South Zone 2,9.73,32.5,3.89,4,89.66,True
D01704,2026-06-29,West Zone 1,17.6,67.2,0.59,8,101.49,True
D01705,2026-05-29,North Zone 1,6.98,16.5,9.83,8,88.06,True
D01706,2026-05-20,West Zone 1,19.0,92.1,2.83,5,110.93,True
D01707,2026-07-12,South Zone 1,7.27,6.8,0.82,2,75.76,True
D01708,2026-05-05,North Zone 2,12.34,38.1,4.86,4,104.67,True
D01709,2026-06-02,East Zone 1,4.36,11.1,1.61,8,55.35,True
D01710,2026-05-27,North Zone 2,9.46,25.8,3.07,11,77.89,True
D01711,2026-06-26,North Zone 2,8.09,26.0,16.14,3,93.97,True
D01712,2026-05-09,North Zone 1,6.8,18.3,5.74,6,76.15,True
D01713,2026-05-14,North Zone 1,10.83,26.7,3.45,5,82.66,True
D01714,2026-07-04,West Zone 1,14.02,55.8,5.35,8,87.44,True
D01715,2026-05-25,South Zone 2,12.09,33.2,7.47,5,94.96,True
D01716,2026-07-09,West Zone 1,16.57,72.2,4.24,5,103.01,True
D01717,2026-07-12,South Zone 1,4.66,11.2,2.15,7,62.02,True
D01718,2026-05-28,South Zone 2,11.48,41.1,4.29,3,94.65,True
D01719,2026-06-06,East Zone 1,4.75,10.8,8.19,7,71.01,False
D01720,2026-05-30,East Zone 1,6.06,12.4,3.66,8,66.02,False
D01721,2026-06-01,North Zone 1,5.95,11.5,1.04,7,74.29,True
D01722,2026-06-17,North Zone 2,7.83,27.4,0.83,9,73.12,True
D01723,2026-07-01,South Zone 1,4.32,7.0,11.16,7,85.74,True
D01724,2026-06-22,South Zone 2,15.25,45.3,0.28,5,92.47,True
D01725,2026-06-18,South Zone 1,5.61,10.6,1.57,7,60.55,True
D01726,2026-05-09,North Zone 1,10.35,20.7,1.83,12,74.86,True
D01727,2026-05-21,South Zone 1,3.96,4.0,2.42,6,72.07,True
D01728,2026-05-17,South Zone 1,6.14,8.7,5.56,8,88.73,True
D01729,2026-05-15,South Zone 1,7.29,12.5,4.01,9,74.22,False
D01730,2026-06-04,South Zone 1,8.46,13.5,1.4,5,82.68,True
D01731,2026-05-13,West Zone 1,16.13,74.7,4.48,6,105.76,False
D01732,2026-05-12,South Zone 1,5.62,24.2,2.61,4,67.74,True
D01733,2026-07-11,East Zone 1,7.6,14.2,0.57,3,60.83,True
D01734,2026-06-17,North Zone 1,6.22,15.5,3.14,12,64.46,True
D01735,2026-06-29,North Zone 2,11.0,31.9,3.02,5,81.33,True
D01736,2026-05-20,West Zone 1,15.36,68.0,1.34,16,90.22,False
D01737,2026-05-10,North Zone 1,7.24,11.6,4.48,11,72.67,True
D01738,2026-05-23,South Zone 1,3.0,4.0,9.26,6,71.83,True
D01739,2026-06-25,North Zone 1,1.27,4.0,3.03,12,52.85,True
D01740,2026-06-30,East Zone 1,5.87,19.5,2.05,9,65.46,True
D01741,2026-06-12,South Zone 1,4.31,4.0,4.84,7,74.18,True
D01742,2026-06-12,South Zone 2,13.06,38.9,4.31,5,78.79,True
D01743,2026-05-12,North Zone 1,4.96,8.5,3.2,6,64.02,True
D01744,2026-06-26,South Zone 1,5.11,8.1,2.31,4,61.11,True
D01745,2026-06-18,East Zone 1,7.87,14.9,0.79,4,65.93,True
D01746,2026-05-09,North Zone 2,11.68,26.5,1.18,7,73.06,True
D01747,2026-05-22,South Zone 2,13.43,41.1,4.7,4,113.29,True
D01748,2026-06-15,South Zone 1,4.64,6.3,7.85,5,68.0,True
D01749,2026-06-15,North Zone 1,5.29,5.5,1.68,7,67.41,True
D01750,2026-05-21,South Zone 1,4.59,13.0,7.97,12,77.69,True
D01751,2026-06-21,South Zone 1,7.37,10.0,0.65,9,70.79,True
D01752,2026-06-23,North Zone 2,8.08,21.3,11.4,10,75.55,False
D01753,2026-06-18,South Zone 1,5.4,4.9,4.32,7,71.77,True
D01754,2026-06-09,West Zone 1,12.04,52.7,5.92,9,101.75,True
D01755,2026-05-30,South Zone 1,8.75,10.1,7.74,8,86.52,True
D01756,2026-05-24,East Zone 1,9.32,22.9,1.72,5,80.0,True
D01757,2026-05-09,East Zone 1,5.32,5.1,5.81,5,78.72,False
D01758,2026-07-02,South Zone 2,14.87,53.7,3.25,5,95.61,True
D01759,2026-05-14,West Zone 1,12.76,50.6,2.29,8,87.49,True
D01760,2026-06-28,South Zone 2,13.92,40.1,2.0,5,91.57,True
D01761,2026-06-22,South Zone 1,10.68,18.2,4.76,5,83.31,True
D01762,2026-06-28,North Zone 1,5.88,19.5,9.25,8,83.09,True
D01763,2026-07-08,North Zone 1,4.1,9.3,6.29,3,75.61,True
D01764,2026-05-21,East Zone 1,5.29,11.8,4.34,8,66.72,True
D01765,2026-07-07,North Zone 2,11.68,45.4,3.55,8,87.14,True
D01766,2026-05-23,East Zone 1,12.57,22.0,1.58,9,83.03,True
D01767,2026-05-15,West Zone 1,12.72,47.8,9.3,7,96.12,True
D01768,2026-06-25,North Zone 2,9.43,20.5,5.39,6,91.13,True
D01769,2026-06-03,South Zone 1,8.02,12.0,1.76,4,71.24,True
D01770,2026-05-09,West Zone 1,19.71,68.0,3.74,2,103.09,True
D01771,2026-05-05,South Zone 1,7.7,18.0,5.4,7,72.74,True
D01772,2026-05-08,South Zone 2,14.07,37.0,1.54,9,88.48,True
D01773,2026-06-20,West Zone 1,13.56,50.9,5.82,10,98.25,True
D01774,2026-06-28,North Zone 2,6.49,16.8,3.4,6,64.23,True
D01775,2026-05-31,West Zone 1,13.42,49.1,3.66,10,89.11,True
D01776,2026-06-17,South Zone 1,10.06,21.9,0.94,5,80.78,True
D01777,2026-06-06,South Zone 2,12.73,42.4,5.55,6,98.72,True
D01778,2026-05-09,North Zone 1,3.88,15.6,11.44,1,78.35,True
D01779,2026-06-18,South Zone 1,0.5,7.0,7.39,7,60.39,True
D01780,2026-05-23,North Zone 1,8.65,17.5,2.78,6,80.71,True
D01781,2026-05-16,West Zone 1,13.31,50.2,3.97,7,94.09,True
D01782,2026-06-27,North Zone 2,10.02,25.0,4.28,4,82.4,True
D01783,2026-06-25,East Zone 1,7.82,28.6,4.89,6,83.85,True
D01784,2026-07-12,South Zone 1,6.31,4.4,4.11,7,67.01,True
D01785,2026-06-29,South Zone 2,11.42,41.7,7.23,7,100.46,True
D01786,2026-06-09,North Zone 1,6.24,10.8,1.8,8,58.4,True
D01787,2026-05-23,West Zone 1,14.45,43.8,5.33,3,98.49,True
D01788,2026-07-06,South Zone 2,12.32,38.6,1.22,6,87.89,True
D01789,2026-07-11,West Zone 1,16.11,61.9,1.85,5,102.97,True
D01790,2026-06-29,South Zone 1,6.51,9.9,7.11,3,83.44,True
D01791,2026-06-10,West Zone 1,17.1,81.7,4.43,7,104.11,True
D01792,2026-06-08,South Zone 1,8.27,10.7,2.3,2,72.32,True
D01793,2026-05-20,South Zone 2,13.32,54.0,1.92,7,85.81,True
D01794,2026-06-11,South Zone 2,9.43,29.0,3.01,7,79.34,True
D01795,2026-06-27,South Zone 2,11.2,26.2,4.87,6,90.49,True
D01796,2026-05-27,North Zone 1,4.28,6.1,5.4,11,82.52,True
D01797,2026-07-03,West Zone 1,13.18,54.5,2.05,6,91.76,True
D01798,2026-06-15,East Zone 1,6.67,17.7,0.77,4,75.74,True
D01799,2026-06-12,South Zone 1,2.93,5.7,3.76,8,61.76,True
D01800,2026-05-14,North Zone 1,6.96,16.2,1.18,8,66.94,True
D01801,2026-06-09,South Zone 1,2.07,8.3,0.48,7,41.81,True
D01802,2026-05-08,North Zone 2,7.85,21.7,1.15,5,83.73,True
D01803,2026-06-06,North Zone 1,6.11,16.1,5.82,10,70.83,True
D01804,2026-05-09,North Zone 1,9.24,12.8,4.82,5,79.43,True
D01805,2026-06-16,North Zone 2,4.96,18.0,12.94,8,86.31,True
D01806,2026-07-06,North Zone 1,8.37,13.3,0.38,15,81.0,True
D01807,2026-05-28,South Zone 2,11.48,39.7,3.79,4,90.9,True
D01808,2026-06-25,South Zone 2,5.87,30.3,4.53,3,64.88,True
D01809,2026-06-11,South Zone 2,11.88,47.3,2.94,3,93.96,True
D01810,2026-05-04,South Zone 2,13.68,50.3,4.22,6,98.23,True
D01811,2026-06-19,West Zone 1,16.12,56.7,4.59,5,102.49,True
D01812,2026-06-09,South Zone 1,5.49,11.2,3.78,4,64.91,True
D01813,2026-06-25,South Zone 1,5.73,18.5,2.88,4,72.43,True
D01814,2026-07-02,South Zone 2,11.02,38.6,2.15,10,84.16,True
D01815,2026-05-22,South Zone 2,13.89,47.9,3.58,3,93.78,True
D01816,2026-05-19,West Zone 1,12.12,50.4,1.21,8,89.29,True
D01817,2026-05-17,East Zone 1,4.14,7.4,2.63,3,71.21,True
D01818,2026-05-07,North Zone 2,9.11,29.1,5.08,4,86.36,True
D01819,2026-05-31,North Zone 1,6.8,14.3,1.95,6,65.69,True
D01820,2026-06-19,South Zone 2,15.48,46.9,0.89,5,96.02,True
D01821,2026-05-14,South Zone 1,2.71,8.6,1.19,8,54.73,True
D01822,2026-05-28,South Zone 1,6.2,7.3,1.93,12,73.13,True
D01823,2026-05-20,South Zone 1,2.96,7.2,3.96,4,60.7,True
D01824,2026-06-23,North Zone 1,5.93,13.4,10.3,8,75.94,True
D01825,2026-05-31,South Zone 2,11.69,40.6,2.04,4,85.16,True
D01826,2026-05-14,West Zone 1,14.8,58.6,5.72,8,107.36,True
D01827,2026-06-07,South Zone 2,11.17,34.9,7.54,4,103.5,True
D01828,2026-07-08,North Zone 2,11.13,33.4,1.0,10,79.51,True
D01829,2026-05-21,South Zone 1,4.67,13.9,2.73,8,56.95,True
D01830,2026-05-06,West Zone 1,13.85,65.8,6.52,8,99.44,True
D01831,2026-05-09,South Zone 1,7.96,9.7,2.01,3,81.31,True
D01832,2026-06-04,East Zone 1,7.16,16.4,0.75,4,62.04,True
